active_months_L5M,avg_L1M_value,avg_L3M_value,avg_L5M_items_log,avg_L5M_skus,avg_L5M_value,avg_gap_L5M,avg_items_per_cat_L3M,avg_items_per_cat_L5M,cancel_rate_L5M,cnt_L1M_orders,cnt_L3M_orders,cv_L5M_value,global_cancel_val_ratio,recency_days,spend_velocity,std_L1M_value,std_L3M_value,sum_L1M_items_log,sum_L1M_value,sum_L3M_items_log,sum_L3M_value,tenure_days,label,snapshot_date
2,0.0,206.95,72.44898419637505,46.5,452.395,43.0,6.99912510936133,5.8117735283089615,0.0,0.0,1.0,0.7672739100625655,0.0,65,0.0,0.0,0.0,0.0,0.0,59.33765500246167,206.95,108,0,2010-09-30
5,399.57,464.335,37.356427443836346,16.09090909090909,433.4672727272728,12.8,3.501684152696057,3.401295417998356,0.0909008271975275,2.0,4.0,0.6712542289135123,0.0137624387733254,21,1.2907814401240485,208.69549539939763,142.4236353278486,70.88193403689348,799.14,186.00107735247164,1857.34,260,1,2010-09-30
5,343.82,320.56,32.812452074697354,15.166666666666666,271.45166666666665,27.6,3.7936519292943855,3.379656889137754,0.0,1.0,3.0,0.2239366263448357,0.0,13,1.0725605190915897,0.0,36.44321061597071,47.07093049129391,343.82,119.61681314193282,961.68,182,0,2010-09-30
2,0.0,0.0,35.14714349501189,28.25,212.3875,8.333333333333334,0.0,3.498975776748,0.4998750312421894,0.0,0.0,2.0350970875618994,0.0271399631950035,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,0,2010-09-30
3,0.0,612.7633333333333,103.01162758283289,27.75,1950.29,36.333333333333336,2.4659985481679896,4.071474247199762,0.2499375156210947,0.0,3.0,1.4339425078695596,0.0377713645097992,38,0.0,0.0,998.8168956487136,0.0,0.0,105.16562308077924,1838.29,266,1,2010-09-30
4,515.375,512.0440000000001,80.37735876085132,34.44444444444444,569.8233333333333,18.125,4.606173563814036,5.006578130664549,0.1110987668036884,4.0,5.0,0.6102473293635898,0.0157174886335078,1,2.4156127207818074,421.0016204640231,364.6741711857312,274.00661842029587,2061.5,362.3641411820818,2560.2200000000003,291,1,2010-09-30
5,379.05,381.3275,45.71740982473353,19.33333333333333,358.86888888888893,16.375,3.640821541386868,3.455909281816662,0.1110987668036884,2.0,4.0,0.5179801500585242,0.0110015932954467,16,1.491041165402443,46.2447834896002,31.868461290121928,85.1286797666024,758.1,175.62455165622478,1525.31,303,1,2010-09-30
5,912.365,812.3233333333334,35.79023971524062,11.5,746.2740000000001,14.666666666666666,2.270217591263858,2.47016244648495,0.2999700029997,2.0,6.0,1.3066423464317247,0.0152862705501197,15,1.1231549834425536,1346.6353672950966,1246.8699275973684,83.59691098285678,1824.73,239.0658543910055,4873.9400000000005,295,1,2010-09-30
3,0.0,241.28,19.47174595578462,10.25,179.3525,26.0,3.290705147771704,2.426286425685846,0.2499375156210947,0.0,2.0,0.7273847816105292,0.0324357477324463,55,0.0,0.0,47.63071278072584,0.0,0.0,43.49704978988659,482.56,295,1,2010-09-30
3,-40.14,155.52857142857144,25.53957897647944,13.571428571428571,155.52857142857144,7.0,2.733956533910725,2.733956533910725,0.571346950435652,1.0,7.0,2.086330725583196,0.0801712753814451,29,-0.1106089831909616,0.0,324.48612360821494,0.0,-40.14,178.77705283535605,1088.7,71,1,2010-09-30
2,0.0,366.16,68.77542120416608,28.0,441.78,30.0,3.6660556573904346,4.665889018496917,0.0,0.0,1.0,0.2420720438105156,0.0,70,0.0,0.0,0.0,0.0,0.0,61.550258547911625,366.16,100,0,2010-09-30
4,2094.3,1717.5500000000002,66.94283834937386,21.5,1279.5500000000002,43.333333333333336,4.054971696472838,3.0273162363043067,0.0,1.0,2.0,0.5102204215717763,0.0,7,1.82902972256994,0.0,532.8049596240636,137.21863454085303,2094.3,183.7037934855481,3435.1000000000004,212,0,2010-09-30
3,0.0,314.84000000000003,18.528517143779897,8.833333333333334,242.45,18.4,2.999125260337698,2.7629020629090517,0.166638893517747,0.0,2.0,0.5493525090257354,0.033240648187938,34,0.0,0.0,8.230722933011403,0.0,0.0,47.06142806249565,629.6800000000001,297,1,2010-09-30
5,185.6354545454545,131.0553846153846,17.867009768141617,15.195121951219512,127.8990243902439,3.6,2.698027320961905,2.6842822349133217,0.0975585961318016,11.0,26.0,1.4791742016055494,0.0277762133945418,0,1.7978218251825415,282.60072035872935,215.65005719880105,215.5077473190748,2041.99,469.77258687709366,3407.44,300,1,2010-09-30
3,0.0,277.0933333333333,29.22835549425177,10.25,237.52,38.0,2.4994538379261937,2.249402972147794,0.0,0.0,3.0,0.4085398123859896,0.0,37,0.0,0.0,68.75982935794222,0.0,0.0,107.2567945024025,831.28,206,0,2010-09-30
4,-8.900000000000006,127.0475,25.234180430556137,11.6,212.87,18.5,3.3730327720735667,3.6982262576508544,0.3999200159968006,2.0,4.0,1.5296555606739122,0.0966863127489537,24,-0.1050788091068302,251.0229073212244,303.7552233158578,13.267545387248829,-17.80000000000001,68.6960314667077,508.19,301,0,2010-09-30
3,115.2,79.60000000000001,12.267278796862351,5.5,96.225,21.666666666666668,1.8878156165726976,2.165611795735088,0.0,1.0,3.0,0.492625712142932,0.0,28,1.4472361809045224,0.0,41.37970517053015,13.365524434887384,115.2,29.295998227236304,238.8,93,0,2010-09-30
4,141.705,245.63333333333333,52.47819664874281,21.6,347.56800000000004,29.75,2.540995177393048,3.2160329024237533,0.1999600079984003,2.0,3.0,0.7989025562417673,0.0285100799903401,9,1.1537929162708644,272.5260245371073,263.70155940633595,41.92979631765231,283.41,115.3690590337048,736.9000000000001,128,0,2010-09-30
2,147.09,162.685,43.37867292500684,33.0,162.685,35.0,5.865615745372838,5.865615745372838,0.0,1.0,2.0,0.135565817004588,0.0,30,1.3562098533976703,0.0,22.054660505208417,38.022936639362456,147.09,86.75734585001368,325.37,65,0,2010-09-30
4,201.6,197.9,3.7127477905129,1.0,196.05,21.2,0.9990009990009991,0.9990009990009991,0.0,1.0,3.0,0.0310109124070132,0.0,28,1.0186963112683172,0.0,6.408587988004832,4.110873864173311,201.6,11.476686701382784,593.7,244,0,2010-09-30
2,0.0,199.52666666666667,33.1034799470969,15.0,199.52666666666667,18.5,2.777037437927289,2.777037437927289,0.3332222592469177,0.0,3.0,0.9093670196269256,0.0093275624313908,36,0.0,0.0,181.44387956978136,0.0,0.0,99.3104398412907,598.58,286,0,2010-09-30
5,47.715,109.32,13.27208680361536,11.285714285714286,87.84333333333333,6.95,3.2798303962799484,2.834830555855326,0.142850340459978,2.0,6.0,0.7466935388406168,0.0038327731076398,8,0.4364709110867178,29.93183004762655,53.2731020309499,21.200237135507734,95.43,107.68984060714833,655.92,301,1,2010-09-30
3,0.0,144.9875,17.736719997691416,10.8,181.36,20.25,2.290826958974848,2.175469737441269,0.1999600079984003,0.0,4.0,0.9058519406929314,0.0141011413820415,35,0.0,0.0,164.82381004676884,0.0,0.0,68.94461013768853,579.95,303,1,2010-09-30
3,490.125,490.125,30.932923496975803,18.2,256.88800000000003,35.5,4.7701919279753415,2.650744999424941,0.1999600079984003,2.0,2.0,0.9752939844419016,0.0049997006758148,7,3.0,210.55518623391825,210.55518623391825,117.40740713866556,980.25,117.40740713866556,980.25,157,1,2010-09-30
3,0.0,412.34,34.59770926498185,15.4,221.426,27.25,4.665889018496917,2.9156999638297374,0.3999200159968006,0.0,2.0,1.01281201605422,0.0455692828881483,34,0.0,0.0,116.72918743827525,0.0,0.0,128.67306176043627,824.6800000000001,297,1,2010-09-30
3,145.58333333333334,180.72333333333336,29.31362610929761,15.5,180.72333333333336,16.6,5.474601477186226,5.474601477186226,0.0,3.0,6.0,0.5190932631420939,0.0,1,1.2083387129498129,54.62360509279237,93.81278391917952,80.59842029515977,436.75,175.8817566557857,1084.34,84,1,2010-09-30
4,111.9,138.28,11.231139870074154,5.0,210.535,8.692307692307692,1.8653455674698471,1.722909065636385,0.2142704092564817,1.0,5.0,1.6057286718151695,0.0556821873110535,30,0.4855365924211745,0.0,230.9689659889397,7.187657164114956,111.9,36.40373343474954,691.4,291,0,2010-09-30
3,0.0,142.00333333333333,18.8006465166902,8.25,234.2625,20.0,1.665750728485045,2.040847790573082,0.2499375156210947,0.0,3.0,1.1323532563299894,0.0021803383737336,55,0.0,0.0,233.41158932952175,0.0,0.0,28.56062511250124,426.01,237,1,2010-09-30
2,898.8,864.075,65.10559341894248,25.0,864.075,58.0,4.5325045972308615,4.5325045972308615,0.0,1.0,2.0,0.0568336187481259,0.0015804106623353,1,1.5602812255880565,0.0,49.10856595340564,59.25612480621047,898.8,130.21118683788495,1728.15,248,0,2010-09-30
3,0.0,322.1,15.869491167799536,6.0,328.06666666666666,28.0,3.4982508745627188,3.664168581709812,0.0,0.0,1.0,0.0628173201518489,0.0,84,0.0,0.0,0.0,0.0,0.0,17.595670538268546,322.1,154,0,2010-09-30
2,0.0,296.615,40.08662920955311,17.5,296.615,28.0,2.7257633892899005,2.7257633892899005,0.0,0.0,2.0,0.0773103032671189,0.0,39,0.0,0.0,22.93147291387976,0.0,0.0,80.17325841910622,593.23,67,0,2010-09-30
4,206.94,241.64,33.95283371351525,23.5,238.745,42.66666666666666,5.534521954427833,4.600236744270319,0.0,1.0,2.0,0.3670510373380609,0.0032557701125767,18,1.284596921039563,0.0,49.07321061434642,34.067375039505364,206.94,77.36813065440967,483.28,301,1,2010-09-30
3,0.0,140.785,24.354573239089632,10.333333333333334,135.46333333333334,40.0,2.0829236950052605,1.9884958206653744,0.0,0.0,2.0,0.5045561867582976,0.0,39,0.0,0.0,95.77761351171785,0.0,0.0,50.75433477520652,281.57,255,1,2010-09-30
3,-9.9,37.8025,5.344519756334949,3.5,37.8025,16.666666666666668,1.4158825336154297,1.4158825336154297,0.4998750312421894,2.0,4.0,1.4915295317301884,0.1157820257176439,17,-0.3928311619601878,7.000357133746821,56.38503665276217,0.0,-19.8,21.3780790253398,151.20999999999998,67,1,2010-09-30
4,68.0,57.32000000000001,3.9155675727930905,1.0,57.44285714285714,19.5,0.9990009990009991,0.9990009990009991,0.142836737608913,1.0,5.0,1.241291206170521,0.0414118686415526,23,0.7117934403349615,0.0,86.61646494749137,4.976733742420574,68.0,17.8171187502898,286.6,224,0,2010-09-30
2,440.96,288.46000000000004,22.63152059517854,7.0,288.46000000000004,16.0,1.886834318951943,1.886834318951943,0.2499375156210947,2.0,4.0,1.242289430737969,0.0222842379308342,10,2.2930042293558897,472.6867410875833,358.3520514801053,71.22141976006078,881.9200000000001,90.52608238071416,1153.84,186,0,2010-09-30
5,267.36636363636364,284.893125,38.11198334626419,16.708333333333332,296.6166666666667,6.217391304347826,3.535477986057794,3.661395420927954,0.3749843756510145,11.0,16.0,1.2925255028546778,0.0705194502938652,0,1.935614013149668,422.7683724516944,358.22925389046145,428.2487644182679,2941.03,597.1682108548608,4558.29,303,1,2010-09-30
3,130.81333333333333,171.235,27.037779765330228,10.166666666666666,250.555,21.4,2.4986258951498925,2.7488860537888957,0.0,3.0,4.0,0.7447223001048574,0.0,7,1.7188658860630126,183.7820843644269,170.4490566122324,34.826138230705126,392.44,60.02979627727744,684.94,114,0,2010-09-30
4,361.2,757.4200000000001,19.29920018377695,6.266666666666667,-54.10133333333333,10.142857142857142,1.479204568721598,1.7281517602996053,0.1999866675554963,2.0,5.0,-42.26426719276972,0.7795357914368104,9,0.5722584563386232,225.70848455474595,886.9770470536429,18.63905232751784,722.4,95.0058063756355,3787.1,303,1,2010-09-30
2,0.0,0.0,29.65739412268204,10.75,237.1725,15.666666666666666,0.0,4.538634512654129,0.0,0.0,0.0,0.6464240962603761,0.0,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,0,2010-09-30
3,0.0,158.725,24.11008539504549,11.4,191.804,18.25,2.427368375090129,2.683848684715071,0.1999600079984003,0.0,2.0,0.833175460845474,0.0250112449750593,69,0.0,0.0,266.6853225245064,0.0,0.0,44.565969229831424,317.45,172,1,2010-09-30
3,362.85,345.45000000000005,52.06669736267886,23.0,426.25666666666666,43.5,2.582926651680988,3.435991952427614,0.0,1.0,2.0,0.3308766064031839,0.0,28,1.575553625705601,0.0,24.60731598529184,35.74929546901201,362.85,76.22825918098059,690.9000000000001,301,0,2010-09-30
3,399.9,938.6,16.587034925293057,3.6,700.9799999999999,21.75,1.998534691996,1.998321614398399,0.0,2.0,3.0,1.0982512230139247,0.0,27,0.852120178989985,289.77235893024715,955.2890033911204,19.545321744102985,799.8,64.79637421763786,2815.8,261,1,2010-09-30
4,267.17,678.61,58.96236618305187,25.2,526.688,21.25,4.05481821596208,3.643454972370064,0.3999200159968006,2.0,4.0,1.1526929204231289,0.0139310551456132,13,0.5905527475280352,395.8666603794768,581.0128045060624,62.29715067565189,534.34,294.8118309152593,2714.44,301,0,2010-09-30
4,322.95,273.7,23.794675869587053,11.6,180.9,35.75,3.282712895847759,2.412693733824086,0.1999600079984003,1.0,2.0,0.6822607126787749,0.0110890183150132,0,1.769912312751187,0.0,69.65001794687493,49.36534571362623,322.95,76.52717749949346,547.4,263,0,2010-09-30
3,301.24,261.192,32.82658442804526,17.0,261.192,21.0,2.911500285961471,2.911500285961471,0.1999600079984003,2.0,5.0,1.201989169772371,0.0530757467764822,0,1.383993384177157,179.09600553892875,313.9511572203549,68.65019611032582,602.48,164.1329221402263,1305.96,84,0,2010-09-30
5,164.2,137.75,7.854911655341404,2.9,149.09,16.77777777777778,1.1938383245898432,1.2327558646202057,0.0,2.0,6.0,0.3754486568418037,0.0755100121228964,0,1.1920145190562612,57.98275605729687,39.72051107425482,17.921324511204663,328.4,42.93721576345827,826.5,289,1,2010-09-30
5,302.4,369.6,6.476611635825132,2.0,326.88,28.5,1.1659172078962186,1.1992005995004498,0.0,1.0,3.0,0.5055518473387067,0.0026306849313518,21,0.8181818181818182,0.0,209.83193274618617,6.089044875446846,302.4,19.750421253447737,1108.8,302,1,2010-09-30
3,0.0,97.8,14.059344698024166,8.428571428571429,90.89142857142858,11.833333333333334,1.4992503748125938,2.118249423300983,0.571346950435652,0.0,1.0,1.699177749415014,0.0566639699908966,76,0.0,0.0,0.0,0.0,0.0,5.41610040220442,97.8,171,1,2010-09-30
3,546.51,461.98,29.970843922906408,13.8,314.092,22.75,3.849142693330866,3.389044880231771,0.0,1.0,2.0,0.6063562638480924,0.0,24,1.7744599333304472,0.0,119.5434724273977,45.29210132344421,546.51,73.66369421713983,923.96,252,0,2010-09-30
4,201.6,242.78000000000003,5.528165747597607,1.7142857142857142,161.9928571428571,20.33333333333333,1.3986013986013988,1.7125731411445702,0.142836737608913,2.0,5.0,1.5306098128021408,0.1594057416174307,17,0.996457698327704,0.0,58.89662129528316,9.953467484841148,403.2,30.675904053039257,1213.9,294,1,2010-09-30
5,994.89,621.9357142857143,66.42669083750125,28.454545454545453,683.0936363636364,13.5,3.6317204076393743,3.8229704053356057,0.0909008271975275,2.0,7.0,0.612320172994461,0.0012121734862693,7,1.3711430901218546,280.05671175674405,411.293804834498,214.82486565592973,1989.78,455.64367208695575,4353.55,301,1,2010-09-30
4,334.26,176.78571428571428,33.61003599749246,17.9,188.736,13.88888888888889,3.282900045549481,3.297788432556925,0.2999700029997,2.0,7.0,1.2292252993101724,0.0915244862091143,17,1.6206545454545451,16.376593052280416,254.36994652520983,87.77450975673344,668.52,243.22807461495225,1237.5,289,1,2010-09-30
4,357.6,339.37333333333333,35.94507714589555,15.714285714285714,327.42428571428576,23.83333333333333,3.782497686916003,3.596675811000323,0.0,1.0,3.0,0.2178542104736441,0.0,3,1.0537068322005263,0.0,31.223743102538712,38.59792014476013,357.6,117.82289343828126,1018.12,290,1,2010-09-30
4,0.0,332.8,19.906934969682297,4.2,568.3199999999999,22.75,2.331002331002331,4.195804195804196,0.1999600079984003,0.0,3.0,0.8508536778786122,0.0153727876997201,37,0.0,0.0,507.2883203859518,0.0,0.0,29.860402454523445,998.4,253,1,2010-09-30
4,813.91,670.5233333333333,151.0029110289673,97.0,740.0725,36.66666666666666,8.355952142015399,9.493943472023776,0.0,1.0,3.0,0.2363488775423677,0.0,9,1.2138429187152324,0.0,129.8870672289329,170.81509701744432,813.91,385.7244222679828,2011.57,119,0,2010-09-30
3,317.41,168.735,26.92806082208383,13.6,224.744,19.5,2.0216975145748,2.4971820468528017,0.3999200159968006,1.0,4.0,0.9797445847514236,0.0251425467802433,27,1.4108365188016712,0.0,209.124470989568,34.78706066991069,317.41,83.46721925577597,674.94,301,0,2010-09-30
3,0.0,413.79,50.79517013807055,33.5,379.3025,28.0,6.03682913798359,4.036086161663546,0.0,0.0,2.0,0.4233494562623473,0.0069269828371755,57,0.0,0.0,77.76760379489649,0.0,0.0,149.74884938082107,827.5799999999999,265,0,2010-09-30
4,0.0,182.43375,14.775423061607071,8.666666666666666,179.19500000000002,10.363636363636363,2.0453705009335628,2.0002484184846363,0.4166319473377218,0.0,8.0,1.5351987299364496,0.027046941249788,35,0.0,0.0,258.1553908536208,0.0,0.0,126.03719751459818,1459.47,288,1,2010-09-30
5,203.9233333333333,215.05857142857144,23.43702150478517,12.272727272727272,182.93727272727276,13.8,2.3906240400711027,2.289898505095876,0.36360330879011,3.0,7.0,0.9211789900270008,0.0398340024329365,1,1.2191429577324449,185.34160470151687,159.73274726122708,70.75744042348137,611.77,190.85167415142465,1505.41,289,1,2010-09-30
2,0.0,0.0,48.41977988388214,34.5,453.465,26.0,0.0,4.874198070857799,0.0,0.0,0.0,0.8542833422418661,0.0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,1,2010-09-30
3,0.0,180.628,19.729921914559636,11.857142857142858,180.24714285714285,13.333333333333334,2.799160372746869,3.022922174127056,0.285673475217826,0.0,5.0,0.8880320312549544,0.016020170207098,32,0.0,0.0,188.50964741890533,0.0,0.0,88.91597931875965,903.14,183,0,2010-09-30
4,202.14,340.662,58.64626743313314,42.0,300.1911111111111,10.875,5.49475832352458,5.409314173499412,0.1110987668036884,1.0,5.0,0.9797121754011856,0.071280242798327,21,0.3560244465188368,0.0,218.30406608673144,35.236073608343645,202.14,294.2312846456583,1703.31,108,1,2010-09-30
5,277.3625,257.5823076923077,17.47893740069729,8.391304347826088,242.81260869565216,6.863636363636363,2.877001219802079,2.630777534234721,0.3912873353332463,4.0,13.0,1.0327432321500445,0.0293756305865908,0,0.9939616015194546,343.838002977662,272.60939636391373,78.5555033495277,1109.45,238.7792025224608,3348.57,303,1,2010-09-30
3,0.0,1571.8125,108.35498443341756,43.9,763.171,12.333333333333334,9.491963061269963,5.3760944475629895,0.3999600039996001,0.0,4.0,1.448658319421741,0.0243974552113588,38,0.0,0.0,1254.6429868392845,0.0,0.0,863.9487104299092,6287.25,296,1,2010-09-30
5,201.6,188.196,13.80646123993566,4.555555555555555,236.06,13.25,1.323055967146655,1.4013646759636431,0.2221975336073769,1.0,5.0,1.245503995446534,0.0172677937555713,23,0.6427341707581457,0.0,145.9629065208007,4.795790545596741,201.6,65.29365552472025,940.98,282,0,2010-09-30
5,404.8605263157895,358.90523809523813,30.415775195903382,11.632352941176473,347.3575,2.208955223880597,2.774563940504379,2.6297313034870964,0.1470566609314569,19.0,42.0,1.1738562944540696,0.0178990136897409,0,1.5309154425959368,476.0140153570841,395.1137143093211,567.4571715241703,7692.35,1277.822977898307,15074.02,302,1,2010-09-30
4,135.85,218.025,13.800195899198922,9.5,177.79999999999998,36.66666666666666,2.699010422802996,2.482567502642017,0.2499375156210947,1.0,2.0,0.9043058165843474,0.0750325880988328,23,0.934640522875817,0.0,116.21299948800907,8.302017809751204,135.85,29.983828026187496,436.05,232,1,2010-09-30
5,515.1899999999999,511.8584210526316,42.29457173528829,15.0,547.7820689655173,5.25,3.013095647468446,2.943048491805844,0.4137788352125788,7.0,19.0,1.0271907898297208,0.0251494364295063,4,1.112457083630239,715.8743887489387,568.7957775009621,274.28075016718617,3606.33,745.6511163765741,9725.31,300,1,2010-09-30
4,382.855,276.12,30.107318734048444,20.58333333333333,234.5275,11.636363636363637,3.3128932384366307,3.0708934683395346,0.3333055578701775,2.0,5.0,1.0666457202123434,0.0162319490426982,7,1.6638635375923512,389.9764608921928,314.13467581596274,84.9771258455444,765.71,164.11622577944246,1380.6,303,0,2010-09-30
5,201.71,240.825,27.881452685983216,12.666666666666666,308.7555555555556,18.375,2.5049467340584237,2.4344024625923653,0.1110987668036884,1.0,6.0,0.6474105069712224,0.0138230808896882,0,0.4187895774940309,0.0,145.79393221255816,27.50727702813933,201.71,150.82820276926816,1444.95,147,1,2010-09-30
4,109.705,229.38375,16.477634917058392,8.8,324.173,15.22222222222222,2.45722273818106,2.553196431320075,0.2999700029997,2.0,8.0,1.034826731417005,0.0310626875946116,14,0.3586947636874888,223.7922251777304,253.6696023760885,10.509223276085104,219.41,81.34672987614277,1835.07,186,1,2010-09-30
