Customer ID,Invoice,InvoiceDate,order_value,is_canceled,total_items,log_items,n_lines,n_category,country,canceled_value
12352,532430,2010-11-12,143.75,0,77,15.270432723942402,6,3,Norway,0.0
12352,535838,2010-11-29,200.05,0,111,25.118830310160572,12,4,Norway,0.0
12352,544156,2011-02-16,296.5,0,98,28.253209077005856,15,7,Norway,0.0
12352,545323,2011-03-01,104.35,0,25,7.506591780070841,4,4,Norway,0.0
12352,546869,2011-03-17,120.33000000000001,0,63,15.537912089076665,7,3,Norway,0.0
12352,547390,2011-03-22,120.33000000000001,0,63,15.537912089076663,7,3,Norway,0.0
12352,567505,2011-09-20,286.25,0,101,30.35682679151524,17,5,Norway,0.0
12352,568699,2011-09-28,226.25,0,51,19.67629678143014,13,4,Norway,0.0
12352,574275,2011-11-03,231.73,0,125,29.68476424441312,14,6,Norway,0.0
12352,C547388,2011-03-22,-120.33000000000001,1,-63,0.0,7,3,Norway,120.33000000000001
12353,529304,2010-10-27,317.76,0,192,46.17635786530033,20,6,Bahrain,0.0
12353,553900,2011-05-19,89.0,0,20,6.851184927493743,4,1,Bahrain,0.0
12354,550911,2011-04-21,1079.4,0,530,115.17950675108492,58,8,Spain,0.0
12355,509300,2010-05-21,488.21000000000004,0,303,54.68465555085589,22,7,Bahrain,0.0
12355,552449,2011-05-09,459.40000000000003,0,240,30.53932007401075,13,4,Bahrain,0.0
12356,526245,2010-10-11,798.44,0,836,105.06165013105718,36,7,Portugal,0.0
12356,532305,2010-11-11,1724.16,0,712,65.2800776256716,19,5,Portugal,0.0
12356,534804,2010-11-24,347.9,0,255,46.585371162255704,26,4,Portugal,0.0
12356,541430,2011-01-18,1947.62,0,1198,117.06463756630482,35,5,Portugal,0.0
12356,549435,2011-04-08,481.46000000000004,0,370,53.78215002426389,21,6,Portugal,0.0
12356,576895,2011-11-17,58.349999999999994,0,5,2.4849066497880004,2,1,Portugal,0.0
12357,533088,2010-11-16,10135.59,0,3878,480.60514890773555,164,10,Switzerland,0.0
12357,574740,2011-11-06,6171.67,0,2708,374.7155758686233,131,10,Switzerland,0.0
12358,490751,2009-12-08,1143.63,0,309,39.84210476714572,17,4,Austria,0.0
12358,511229,2010-06-07,268.1,0,281,40.82655316721101,18,4,Austria,0.0
12358,535879,2010-11-29,821.08,0,236,49.554203786973886,22,5,Austria,0.0
12358,559707,2011-07-12,404.86,0,98,23.70721814105639,11,3,Austria,0.0
12358,581232,2011-12-08,523.2,0,144,19.051370569578562,6,2,Austria,0.0
12359,490382,2009-12-05,760.69,0,341,62.05303055534969,32,6,Cyprus,0.0
12359,492397,2009-12-16,78.2,0,156,7.5416830998821105,2,2,Cyprus,0.0
12359,500379,2010-03-08,337.74,0,104,33.57018446074884,19,4,Cyprus,0.0
12359,502098,2010-03-23,345.6,0,64,22.831711415363376,13,5,Cyprus,0.0
12359,513123,2010-06-22,489.8,0,100,34.13491534935103,20,6,Cyprus,0.0
12359,526174,2010-10-10,551.33,0,253,65.18117941243237,31,5,Cyprus,0.0
12359,540946,2011-01-12,547.5,0,144,33.30029229624474,16,3,Cyprus,0.0
12359,543370,2011-02-07,1750.51,0,465,134.26165250217934,80,7,Cyprus,0.0
12359,555477,2011-06-03,1109.32,0,356,92.7393070163067,47,7,Cyprus,0.0
12359,571034,2011-10-13,2725.9,0,644,186.98026360579547,102,10,Cyprus,0.0
12359,C492402,2009-12-16,-78.2,1,-212,0.0,2,2,Cyprus,78.2
12359,C504179,2010-04-12,-15.8,1,-4,0.0,2,1,Cyprus,15.8
12359,C549955,2011-04-13,-35.8,1,-4,0.0,2,1,Cyprus,35.8
12359,C580165,2011-12-02,-91.25,1,-6,0.0,4,3,Cyprus,91.25
12360,498613,2010-02-22,118.0,0,100,23.441600727585154,10,4,Austria,0.0
12360,509627,2010-05-25,502.04,0,652,91.78954199312214,33,8,Austria,0.0
12360,532443,2010-11-12,690.79,0,535,106.17509855056697,42,7,Austria,0.0
12360,554132,2011-05-23,923.58,0,430,100.56602292437215,44,7,Austria,0.0
12360,563749,2011-08-19,454.7,0,238,63.51120290579528,29,6,Austria,0.0
12360,571705,2011-10-18,923.78,0,488,116.43701536126218,53,8,Austria,0.0
12361,495719,2010-01-26,94.2,0,44,12.579431141817995,6,2,Belgium,0.0
12361,507426,2010-05-09,83.15,0,37,10.479370312935423,5,2,Belgium,0.0
12361,521354,2010-09-03,99.0,0,60,12.636103528916905,5,2,Belgium,0.0
12361,545017,2011-02-25,174.9,0,90,21.345303546351886,9,3,Belgium,0.0
12362,544203,2011-02-17,434.1,0,226,57.63322347742773,26,7,Belgium,0.0
12362,551346,2011-04-28,450.24,0,272,61.796256110597426,28,6,Belgium,0.0
12362,559295,2011-07-07,273.76,0,142,34.794475790600934,18,7,Belgium,0.0
12362,563037,2011-08-11,424.25,0,337,71.16873816665918,29,6,Belgium,0.0
12362,568651,2011-09-28,769.99,0,263,73.96367487453136,39,9,Belgium,0.0
12362,570667,2011-10-11,325.8,0,160,34.93455445300135,14,4,Belgium,0.0
12362,572887,2011-10-26,726.95,0,209,57.9355467051561,32,8,Belgium,0.0
12362,573173,2011-10-28,439.16,0,164,45.322009950851594,26,4,Belgium,0.0
12362,574329,2011-11-04,417.94,0,206,38.721096400991804,15,4,Belgium,0.0
12362,580979,2011-12-06,475.04,0,218,59.24205954491215,29,6,Belgium,0.0
12362,C544902,2011-02-24,-4.9,1,-2,0.0,2,2,Belgium,4.9
12362,C563752,2011-08-19,-17.9,1,-8,0.0,3,3,Belgium,17.9
12362,C579178,2011-11-28,-48.85,1,-7,0.0,3,1,Belgium,48.85
12363,549687,2011-04-11,299.1,0,282,43.179443187070945,16,5,Unspecified,0.0
12363,563947,2011-08-22,252.9,0,126,19.68942778382055,7,4,Unspecified,0.0
12364,563854,2011-08-19,578.92,0,552,90.36457536672643,33,6,Belgium,0.0
12364,567897,2011-09-22,64.8,0,144,4.976733742420574,1,1,Belgium,0.0
12364,573401,2011-10-30,269.06,0,266,53.29405252908419,21,4,Belgium,0.0
12364,580152,2011-12-02,295.32,0,501,76.46685179399292,26,6,Belgium,0.0
12365,544574,2011-02-21,320.69,0,173,44.584449456681384,21,7,Cyprus,0.0
12366,501333,2010-03-16,500.24,0,296,13.803382307164288,3,2,Cyprus,0.0
12367,580716,2011-12-05,150.9,0,172,25.877296956841157,10,5,Denmark,0.0
12368,501904,2010-03-21,917.7,0,330,49.85964334189228,18,5,Cyprus,0.0
12369,500367,2010-03-08,308.32,0,208,24.305600480652252,8,5,Austria,0.0
12369,522773,2010-09-16,1059.48,0,941,180.20462564378641,74,9,Austria,0.0
12369,528576,2010-10-22,143.35,0,85,18.833748955080992,8,3,Austria,0.0
12370,497363,2010-02-09,402.96,0,168,46.55879920593384,24,5,Austria,0.0
12370,502493,2010-03-25,101.06,0,58,13.984563643293608,6,3,Austria,0.0
12370,502568,2010-03-25,30.6,0,20,4.762173934797756,2,2,Austria,0.0
12370,538826,2010-12-14,1587.07,0,916,159.88880784766295,82,10,Cyprus,0.0
12370,539330,2010-12-17,157.2,0,48,14.070094635112802,7,2,Austria,0.0
12370,546236,2011-03-10,938.39,0,717,111.36645103559896,48,8,Cyprus,0.0
12370,571905,2011-10-19,739.28,0,380,68.02199383880345,28,4,Cyprus,0.0
12371,500157,2010-03-04,240.88,0,169,36.22020567983099,16,6,Switzerland,0.0
12371,500158,2010-03-04,246.8,0,80,26.81625720046909,16,5,Switzerland,0.0
12371,529091,2010-10-26,1331.74,0,587,147.05269827192063,69,8,Switzerland,0.0
12371,570521,2011-10-11,1527.96,0,582,137.32668324215504,62,6,Switzerland,0.0
12372,544157,2011-02-16,363.22,0,222,45.38801328428243,19,5,Denmark,0.0
12372,552731,2011-05-11,479.70000000000005,0,366,53.409347562386884,18,4,Denmark,0.0
12372,568872,2011-09-29,353.12,0,200,31.422123115625848,12,4,Denmark,0.0
12373,496864,2010-02-04,357.90000000000003,0,206,45.09956488051316,20,4,Austria,0.0
12373,502607,2010-03-25,245.15,0,109,31.021502075751176,15,5,Austria,0.0
12373,542887,2011-02-01,324.6,0,196,34.872004224531075,13,4,Austria,0.0
12374,506579,2010-04-30,1388.54,0,798,110.2249948273281,36,5,Austria,0.0
12374,526941,2010-10-14,657.75,0,217,36.35030919987541,13,5,Austria,0.0
12374,576345,2011-11-14,622.9300000000001,0,339,73.00573336988485,32,8,Austria,0.0
12375,565333,2011-09-02,190.3,0,86,22.201367311793014,10,3,Finland,0.0
12375,579281,2011-11-29,187.20000000000002,0,90,14.318822625528734,5,3,Finland,0.0
12375,C581071,2011-12-07,-2.08,1,-1,0.0,1,1,Finland,2.08
12376,527439,2010-10-18,352.54999999999995,0,201,26.373374425502952,10,3,Switzerland,0.0
12376,532952,2010-11-15,30.6,0,36,3.6109179126442243,1,1,Switzerland,0.0
12377,506435,2010-04-29,1210.96,0,835,127.29658053187424,47,9,Switzerland,0.0
12377,534738,2010-11-23,507.24,0,324,65.1624733144993,27,5,Switzerland,0.0
12377,539488,2010-12-20,1001.52,0,604,111.35189907100336,43,6,Switzerland,0.0
12377,542586,2011-01-28,546.6,0,338,75.65280792787466,33,6,Switzerland,0.0
12378,509980,2010-05-26,1407.7,0,787,171.89855821606153,82,9,Switzerland,0.0
12378,562046,2011-08-02,4008.62,0,2385,489.8134154283284,219,10,Switzerland,0.0
12379,513275,2010-06-23,322.48,0,160,38.1234483825669,17,5,Belgium,0.0
12379,526893,2010-10-13,370.5,0,243,51.9938935771894,22,4,Belgium,0.0
12379,557789,2011-06-22,414.84,0,208,43.70383574717177,19,4,Belgium,0.0
12379,567196,2011-09-19,362.40000000000003,0,194,45.658364443661924,19,3,Belgium,0.0
12379,C559193,2011-07-07,-1.95,1,-1,0.0,1,1,Belgium,1.95
12380,497947,2010-02-15,1508.65,0,616,122.04831392509944,51,7,Belgium,0.0
12380,513964,2010-06-29,1585.95,0,803,129.41865033252975,49,5,Belgium,0.0
12380,513965,2010-06-29,626.4,0,184,48.026288967383756,23,6,Belgium,0.0
12380,520872,2010-08-31,1061.84,0,601,109.021245837324,44,6,Belgium,0.0
12380,555739,2011-06-07,562.5500000000001,0,290,76.16263324733059,35,4,Belgium,0.0
12380,567928,2011-09-22,572.01,0,287,63.178811691235026,27,5,Belgium,0.0
12380,571187,2011-10-14,396.86,0,226,47.7696055712238,22,8,Belgium,0.0
12380,577180,2011-11-18,896.39,0,307,43.227802318835856,16,5,Belgium,0.0
12380,C534533,2010-11-23,-35.400000000000006,1,-12,0.0,3,1,Belgium,35.400000000000006
12380,C572532,2011-10-24,-4.25,1,-1,0.0,1,1,Belgium,4.25
12381,563100,2011-08-12,1028.74,0,562,128.23074957276586,61,7,Norway,0.0
12381,574694,2011-11-06,339.06,0,144,33.74602634991423,15,4,Norway,0.0
12381,580638,2011-12-05,107.01,0,91,14.860634161681396,6,2,Norway,0.0
12381,C565050,2011-08-31,-41.35,1,-25,0.0,4,2,Norway,41.35
12383,539840,2010-12-22,555.72,0,751,106.2910663319184,36,6,Belgium,0.0
12383,540971,2011-01-12,591.16,0,586,78.2493111042217,30,5,Belgium,0.0
12383,546434,2011-03-14,285.07,0,87,25.865775054198256,14,6,Belgium,0.0
12383,550284,2011-04-15,127.16,0,76,19.850285101946206,10,5,Belgium,0.0
12383,555928,2011-06-08,69.45,0,18,5.560681631015528,4,2,Belgium,0.0
12383,C541586,2011-01-19,-11.25,1,-3,0.0,1,1,Belgium,11.25
12384,562882,2011-08-10,212.69,0,60,20.872489398437114,13,3,Switzerland,0.0
12384,575734,2011-11-11,212.58,0,62,19.859617838557178,12,5,Switzerland,0.0
12384,C567540,2011-09-21,-19.11,1,-5,0.0,3,3,Switzerland,19.11
12385,535321,2010-11-25,1668.4,0,594,142.04895500862972,64,7,Belgium,0.0
12386,537676,2010-12-08,258.90000000000003,0,214,22.483738329207167,8,5,Australia,0.0
12386,540280,2011-01-06,143.0,0,140,8.50532301884575,2,1,Australia,0.0
12387,528152,2010-10-20,143.94,0,134,23.579986550580394,9,3,Australia,0.0
12388,507148,2010-05-06,461.62,0,266,56.786790429092605,26,6,Australia,0.0
12388,523115,2010-09-20,658.83,0,273,48.62645638276328,20,6,Australia,0.0
12388,541271,2011-01-17,431.3,0,204,44.07422561394928,19,5,Australia,0.0
12388,543357,2011-02-07,124.05000000000001,0,37,11.398412078181467,6,3,Australia,0.0
12388,546135,2011-03-09,210.9,0,90,22.55429753258425,10,4,Australia,0.0
12388,560033,2011-07-14,902.09,0,429,85.41348701543299,35,5,Australia,0.0
12388,568145,2011-09-25,825.9200000000001,0,478,61.65717753207337,22,6,Australia,0.0
12388,578459,2011-11-24,286.4,0,224,25.10157526918835,8,3,Australia,0.0
12389,498617,2010-02-22,164.85,0,67,14.776556658490186,6,4,Australia,0.0
12389,509378,2010-05-21,398.18,0,185,42.908269896793065,20,6,Australia,0.0
12389,530272,2010-11-02,867.9,0,362,62.603574510766215,23,7,Australia,0.0
12390,567530,2011-09-21,504.84000000000003,0,350,68.38754590590501,31,5,Belgium,0.0
12391,497932,2010-02-15,712.39,0,288,83.74402866671974,46,7,Cyprus,0.0
12391,498616,2010-02-22,38.099999999999994,0,6,3.295836866004329,3,1,Cyprus,0.0
12391,505236,2010-04-21,1000.5,0,387,98.6867156020732,48,9,Cyprus,0.0
12391,505237,2010-04-21,151.20000000000002,0,72,4.290459441148391,1,1,Cyprus,0.0
12391,520972,2010-09-01,382.99,0,158,70.11809167752213,76,8,Cyprus,0.0
12391,577228,2011-11-18,439.66,0,293,99.57132403099195,93,9,Cyprus,0.0
12391,C500016,2010-03-04,-25.6,1,-8,0.0,6,3,Cyprus,25.6
12392,506115,2010-04-27,234.75000000000003,0,73,14.53213009470936,7,3,Australia,0.0
12393,525872,2010-10-07,303.8,0,144,33.8884014774622,16,5,Australia,0.0
12393,534450,2010-11-22,513.05,0,351,65.04736475745935,27,6,Australia,0.0
12393,540700,2011-01-11,462.5,0,238,48.12096749466525,19,5,Australia,0.0
12393,541149,2011-01-14,177.00000000000003,0,60,7.783640596221253,3,1,Australia,0.0
12393,549313,2011-04-08,421.6,0,224,41.32639540697624,17,7,Australia,0.0
12393,568708,2011-09-28,521.5,0,294,60.83835018498222,25,6,Australia,0.0
12393,C530933,2010-11-04,-22.7,1,-6,0.0,5,2,Australia,22.7
12394,552188,2011-05-06,351.08,0,180,44.629053727568355,20,3,Belgium,0.0
12394,569997,2011-10-07,664.76,0,404,20.952713257062477,5,3,Denmark,0.0
12395,504714,2010-04-16,1035.44,0,728,127.49814411045313,51,8,Belgium,0.0
12395,517823,2010-08-02,233.38,0,126,32.111364548256184,15,5,Belgium,0.0
12395,529690,2010-10-29,289.72,0,224,40.62690289708916,17,5,Belgium,0.0
12395,537026,2010-12-03,310.1,0,526,36.4141896070676,11,4,Belgium,0.0
12395,539447,2010-12-17,279.82,0,222,41.5334254518811,18,7,Belgium,0.0
12395,543733,2011-02-11,216.51,0,261,36.23194324377116,13,6,Belgium,0.0
12395,547517,2011-03-23,281.5,0,318,28.038183179091696,9,4,Belgium,0.0
12395,551985,2011-05-05,134.97,0,71,19.336606409197806,10,5,Belgium,0.0
12395,552884,2011-05-12,166.82,0,82,23.297419578795385,12,5,Belgium,0.0
12395,558623,2011-06-30,148.9,0,102,20.929476329810726,9,4,Belgium,0.0
12395,563852,2011-08-19,135.95000000000002,0,33,10.194439273855531,6,6,Belgium,0.0
12395,569496,2011-10-04,316.68,0,116,32.54739724381007,16,5,Belgium,0.0
12395,575151,2011-11-08,248.08,0,128,31.323189693720472,14,7,Belgium,0.0
12395,575154,2011-11-08,207.47,0,115,24.35865560610886,12,4,Belgium,0.0
12395,577551,2011-11-20,235.83,0,123,29.543562121812236,14,4,Belgium,0.0
12395,C540152,2011-01-05,-2.95,1,-1,0.0,1,1,Belgium,2.95
12395,C544419,2011-02-18,-14.85,1,-3,0.0,1,1,Belgium,14.85
12395,C578432,2011-11-24,-2.55,1,-1,0.0,1,1,Belgium,2.55
12396,496703,2010-02-03,931.4300000000001,0,591,143.90970560893618,65,7,RSA,0.0
12397,561507,2011-07-27,1109.81,0,697,150.67612525422965,69,8,Belgium,0.0
12397,574336,2011-11-04,1105.09,0,553,122.97153385662513,55,7,Belgium,0.0
12398,572567,2011-10-25,1435.66,0,1389,228.89998412217562,84,9,Switzerland,0.0
12399,500163,2010-03-05,190.98,0,218,37.675127845809115,14,6,Belgium,0.0
12399,515020,2010-07-08,318.46999999999997,0,529,62.434899016982484,20,5,Belgium,0.0
12399,533815,2010-11-19,299.2,0,270,38.61454463642658,14,5,Belgium,0.0
12399,547412,2011-03-23,273.05,0,363,55.64091142775251,19,5,Belgium,0.0
12399,552543,2011-05-10,450.9,0,492,61.69493741274933,21,5,Belgium,0.0
12399,556203,2011-06-09,115.08000000000001,0,144,12.386195954613754,4,2,Belgium,0.0
12399,563172,2011-08-12,194.62,0,174,30.542199206291215,11,5,Belgium,0.0
12400,528335,2010-10-21,205.25,0,91,23.019070242954577,11,5,Australia,0.0
12401,543537,2011-02-09,69.3,0,10,4.787491742782046,4,3,Belgium,0.0
12402,497210,2010-02-07,176.7,0,86,22.314695997100017,10,3,Belgium,0.0
12402,504860,2010-04-18,298.65000000000003,0,167,37.88013199542411,16,5,Belgium,0.0
12402,514814,2010-07-06,189.9,0,90,22.672174487000976,10,3,Belgium,0.0
12402,522597,2010-09-15,135.4,0,79,18.911134548142982,8,3,Belgium,0.0
12402,532423,2010-11-12,140.65,0,62,19.602785254641674,10,5,Belgium,0.0
12402,541675,2011-01-20,195.6,0,92,22.957105526080866,10,6,Belgium,0.0
12402,C505353,2010-04-21,-12.75,1,-1,0.0,1,1,Belgium,12.75
12403,514808,2010-07-06,470.7,0,162,11.525357861463222,3,1,Denmark,0.0
12403,572184,2011-10-21,391.7,0,94,11.35321435456232,4,2,Denmark,0.0
12405,559928,2011-07-14,1390.39,0,849,136.70348241235672,53,8,Finland,0.0
12406,494143,2010-01-11,881.2,0,452,68.47694745543436,25,10,Denmark,0.0
12406,505547,2010-04-22,659.6,0,464,33.47031563616924,10,6,Denmark,0.0
12406,531010,2010-11-05,1345.8600000000001,0,570,78.24059594755374,26,7,Denmark,0.0
12406,556127,2011-06-09,1621.25,0,793,129.36530025409897,49,6,Denmark,0.0
12406,577126,2011-11-17,1794.05,0,1025,161.23064097004422,56,9,Denmark,0.0
12406,C533108,2010-11-16,-183.6,1,-24,0.0,1,1,Denmark,183.6
12406,C562728,2011-08-09,-134.55,1,-9,0.0,3,1,Denmark,134.55
12407,547061,2011-03-20,211.29999999999998,0,214,37.43877209202599,14,4,Belgium,0.0
12407,550440,2011-04-18,239.66,0,202,29.438099570543894,11,3,Belgium,0.0
12407,559058,2011-07-06,629.06,0,516,82.12810887814986,32,6,Belgium,0.0
12407,561662,2011-07-28,162.34,0,166,9.939578372680481,3,1,Belgium,0.0
12407,572133,2011-10-21,264.76,0,177,27.94135520818157,12,4,Belgium,0.0
12408,517512,2010-07-29,179.1,0,99,22.05410516511963,9,4,Belgium,0.0
12408,522592,2010-09-15,285.06,0,238,40.95063091631416,15,5,Belgium,0.0
12408,533972,2010-11-19,823.0600000000001,0,472,71.29758008433299,27,4,Belgium,0.0
12408,547684,2011-03-24,687.89,0,325,73.0745358139968,31,5,Belgium,0.0
12408,547685,2011-03-24,74.7,0,26,7.899153483343097,4,3,Belgium,0.0
12408,557147,2011-06-17,594.1800000000001,0,374,69.76923944618574,28,5,Belgium,0.0
12408,565246,2011-09-02,582.28,0,306,43.06323723652688,16,5,Belgium,0.0
12408,574862,2011-11-07,679.5,0,360,58.00741772226798,22,6,Belgium,0.0
12408,C524381,2010-09-28,-0.85,1,-1,0.0,1,1,Belgium,0.85
12408,C535284,2010-11-25,-14.299999999999999,1,-32,0.0,2,2,Belgium,14.299999999999999
12408,C549253,2011-04-07,-14.48,1,-5,0.0,5,2,Belgium,14.48
12408,C549533,2011-04-08,-14.85,1,-3,0.0,1,1,Belgium,14.85
12408,C558471,2011-06-29,-1.65,1,-1,0.0,1,1,Belgium,1.65
12409,509437,2010-05-23,6802.48,0,4306,313.9196910599903,87,11,Switzerland,0.0
12409,511479,2010-06-08,211.20000000000002,0,96,7.783640596221253,2,1,Switzerland,0.0
12409,514490,2010-07-02,101.88,0,12,2.5649493574615367,1,1,Switzerland,0.0
12409,527145,2010-10-15,5186.06,0,3082,238.61804923606925,65,9,Switzerland,0.0
12409,556415,2011-06-10,6028.48,0,3142,229.6768897926239,64,7,Switzerland,0.0
12409,567642,2011-09-21,4.95,0,1,0.6931471805599453,1,1,Switzerland,0.0
12409,567721,2011-09-22,4661.14,0,2408,166.74199503585973,44,10,Switzerland,0.0
12409,C511477,2010-06-08,-211.20000000000002,1,-96,0.0,2,1,Switzerland,211.20000000000002
12409,C514489,2010-07-02,-101.88,1,-12,0.0,1,1,Switzerland,101.88
12409,C563224,2011-08-14,-4.95,1,-1,0.0,1,1,Switzerland,4.95
12409,C567641,2011-09-21,-2.9,1,-2,0.0,1,1,Switzerland,2.9
12409,C567643,2011-09-21,-4.15,1,-1,0.0,1,1,Switzerland,4.15
12409,C567677,2011-09-21,-3.74,1,-4,0.0,2,1,Switzerland,3.74
12410,516935,2010-07-25,240.38,0,128,29.35157719524179,13,6,Switzerland,0.0
12410,543180,2011-02-04,465.33,0,199,44.56888630086192,21,5,Switzerland,0.0
12410,543181,2011-02-04,68.0,0,8,4.394449154672439,4,1,Switzerland,0.0
12410,C543773,2011-02-11,-12.25,1,-2,0.0,2,2,Switzerland,12.25
12411,528959,2010-10-26,346.9,0,138,41.56314076128963,22,7,Australia,0.0
12412,512902,2010-06-18,634.88,0,640,84.58127544946639,30,10,Denmark,0.0
12412,518508,2010-08-09,451.90999999999997,0,368,64.95959139132566,25,8,Denmark,0.0
12412,530383,2010-11-02,175.26,0,154,23.04882713131512,8,5,Denmark,0.0
12412,557889,2011-06-23,478.5,0,356,66.5363532724708,27,8,Denmark,0.0
12412,561102,2011-07-25,358.24,0,240,43.80576108138862,16,5,Denmark,0.0
12412,568223,2011-09-26,306.14,0,228,37.5724624661381,15,6,Denmark,0.0
12412,C513453,2010-06-24,-5.9,1,-2,0.0,1,1,Denmark,5.9
12412,C519466,2010-08-17,-10.0,1,-4,0.0,3,2,Denmark,10.0
12413,530310,2010-11-02,185.35,0,31,14.18812184120136,12,6,Spain,0.0
12413,540365,2011-01-06,425.25,0,177,46.21051940820807,23,8,France,0.0
12413,550338,2011-04-17,84.65,0,25,7.280697195384742,4,3,France,0.0
12413,569402,2011-10-04,176.20000000000002,0,80,20.222738016661282,9,3,France,0.0
12413,C540853,2011-01-12,-9.95,1,-1,0.0,1,1,France,9.95
12414,521126,2010-09-02,90.0,0,192,23.31621494962945,7,3,Austria,0.0
12414,543027,2011-02-02,113.76,0,144,18.41646210800766,6,3,Austria,0.0
12414,550998,2011-04-26,202.8,0,112,13.162785291903244,4,2,Austria,0.0
12414,552202,2011-05-06,125.85000000000001,0,41,10.659327802434497,5,1,Austria,0.0
12414,C521158,2010-09-02,-90.0,1,-192,0.0,7,3,Austria,90.0
12415,513987,2010-06-30,2326.7400000000002,0,1618,234.27203735600628,87,6,Australia,0.0
12415,516120,2010-07-16,336.24,0,175,20.298678687390968,7,4,Australia,0.0
12415,527350,2010-10-15,250.98,0,229,42.573914839768804,16,4,Australia,0.0
12415,536009,2010-11-29,12881.44,0,8984,426.9603859675678,99,7,Australia,0.0
12415,540267,2011-01-06,5495.18,0,3854,196.2171549530525,46,8,Australia,0.0
12415,540557,2011-01-10,81.6,0,96,4.574710978503383,1,1,Australia,0.0
12415,543989,2011-02-15,10032.88,0,6432,298.8984119092951,69,7,Australia,0.0
12415,545475,2011-03-03,11940.4,0,8000,362.1874179802142,82,6,Australia,0.0
12415,553546,2011-05-17,9197.94,0,5956,298.51147310588146,73,10,Australia,0.0
12415,554037,2011-05-20,480.96,0,244,12.63448901355544,3,2,Australia,0.0
12415,556917,2011-06-15,17503.97,0,12537,602.0261919343054,138,8,Australia,0.0
12415,556918,2011-06-15,201.6,0,144,4.976733742420574,1,1,Australia,0.0
12415,559919,2011-07-13,2163.96,0,2628,103.94488024125984,22,4,Australia,0.0
12415,559920,2011-07-13,61.2,0,24,3.2188758248682006,1,1,Australia,0.0
12415,560491,2011-07-19,158.65,0,97,44.45448556454198,57,8,Australia,0.0
12415,563614,2011-08-18,14279.6,0,9324,430.83259816641936,97,9,Australia,0.0
12415,565145,2011-09-01,1120.92,0,900,37.1768223155352,8,5,Australia,0.0
12415,565146,2011-09-01,201.6,0,144,4.976733742420574,1,1,Australia,0.0
12415,569647,2011-10-05,201.6,0,144,4.976733742420574,1,1,Australia,0.0
12415,569650,2011-10-05,11048.49,0,6155,329.2105046739516,81,8,Australia,0.0
12415,574014,2011-11-02,201.6,0,144,4.976733742420574,1,1,Australia,0.0
12415,574138,2011-11-03,375.24,0,192,15.015422628660032,4,2,Australia,0.0
12415,576394,2011-11-15,3296.7999999999997,0,2058,110.78446125406063,26,8,Australia,0.0
12415,576586,2011-11-15,201.6,0,144,4.976733742420574,1,1,Australia,0.0
12415,C545525,2011-03-03,-168.7,1,-110,0.0,2,1,Australia,168.7
12415,C551348,2011-04-28,-425.0,1,-100,0.0,1,1,Australia,425.0
12415,C560540,2011-07-19,-158.65,1,-97,0.0,57,8,Australia,158.65
12415,C574019,2011-11-02,-174.0,1,-120,0.0,1,1,Australia,174.0
12416,498550,2010-02-21,202.56,0,132,28.214442932076903,11,4,Australia,0.0
12417,490397,2009-12-06,279.1,0,140,34.55980151826279,17,5,Belgium,0.0
12417,491169,2009-12-10,8.5,0,10,2.3978952727983707,1,1,Belgium,0.0
